id;curriculum;nameHu;nameEn;hasLearningMaterialHU;hasLearningMaterialEN
AF-Waiting_Period-48;TA-Insurance-48;false;Waiting Period;false;=Waiting Period=  A waiting period is the period of time between when an action is requested or mandated and when it occurs. Waiting periods are used for new insurance policies, particularly health insurance and flood insurance. Incidents which occur duri
AF-Policy_Term-48;TA-Insurance-48;false;Policy Term;false;#N�V?
AF-Maturity_Date-48;TA-Insurance-48;false;Maturity Date;false;=Maturity Date=  #For endowment in insurance, the date on which an insurer will pay the face amount of an endowment policy to the policy owner if the insured is still living. #In investing, the date on which a bond issuer must repay to the bondholder the 
AF-Maturity_Benefit-48;TA-Insurance-48;false;Maturity Benefit;false;= Maturity Benefit =  Maturity Benefit is the benefit for a span of time, usually expressed in months, since the beginning of an occurrence year. This measures the age of development of a body of losses.
TT-Residual_Rights-48;TA-Insurance-48;false;Residual Rights;false;= Residual Rights =  Rights effectual at the end of an insurance policy  == Residual Value Insurance ==  Guarantees the owner of leased personal property (e.g., autos or equipment) a particular value at a specified future date, usually the termination of 
TT-Term_Life_Insurance-48;TA-Insurance-48;false;Term Life Insurance;false;=Term Life Insurance=  A form of life insurance that covers the insured person for a certain period of time, the “term” that is specified in the policy. It pays a benefit to a designated beneficiary only when the insured dies within that specified per
TT-Risk_free_Life_Insurance-48;TA-Insurance-48;false;Risk-free Life Insurance;false; =Risk-free Life Insurance=  ==RISK== The chance of loss or the person or entity that is insured.  ==RISK MANAGEMENT== Management of the varied risks to which a business firm or association might be sub- ject. It includes analyzing all exposures to gauge the likelihood of loss and choosing options to better manage or minimize loss. These options typically include reducing and eliminating the risk with safety measures, buying insurance, and self-insurance.   ==RISK-RETENTION GROUPS== Businesses that band together to self-insure and form an organization, which is chartered and licensed as an insurer in at least one state, to handle liability insurance.   ==RISK-BASED CAPITAL== The need for insurance companies to be capitalized according to the inherent riskiness of the type of insurance they sell. Higher risk types of insurance, liability as opposed to property business, generally necessitate higher levels of capital.  ==Risk Categories== In order to have a systematic approach to measure, limit and to mitigate the risks the insurer is facing, a so called risk landscape has to be created. The main aim is to have a structured and uniform approach towards risks. Such a landscape normally takes the form of a tree where risks become more and more granular. The depth of the branches corresponds to the level of the model. Each risk can be characterised by its impact (severity) and its probability (frequency). Furthermore we speak ofinherent riskif we look at it before any dedicated controls or mitigating actions are put in place. We speak of aresidual risk if we measure it taking into account the existence and effectiveness of controls. Distinguishinginherent risks and residual risks is necessary in order to know whether a certain control is efficient or sufficient in order to limit a risk to an adequate level. Obviously the full elimination of a risk by using a lot of mitigating actions might not be optimal in the sense that the corresponding costs for the mitigating actions could outweight the potential loss. Hence it is essential to have a commensurate risk appetite which takes this into consideration. Risk is defined as the potential danger that an actual result will deviate (adversely) from the expected result. Risk is measured according to probabilities and the extent of negative deviations.
TT-Endowment_Insurance-48;TA-Insurance-48;false;Endowment Insurance;false;#N�V?
AF-Redemption-48;TA-Insurance-48;false;Redemption;false;false
AF-Partial_Redemption-48;TA-Insurance-48;false;Partial Redemption;false;false
AF-Life_Insurance_Loan-48;TA-Insurance-48;false;Life Insurance Loan;false;false
AF-Waiver_of_Premium-48;TA-Insurance-48;false;Waiver of Premium;false;=Waiver of Premium=  ==WAIVER== The surrender of a right or privilege. In life insurance, a provision that sets certain conditions, such as disablement, which allow coverage to remain in force without payment of premiums.  ==WAIVER OF PREMIUM FOR DISABILI
TT-Mortgage_Life_Insurance-48;TA-Insurance-48;false;Mortgage Life Insurance;false;=Mortgage Life Insurance=  ==MORTGAGE GUARANTEE INSURANCE== Coverage for the mortgagee (usually a financial institution) in the event that a mortgage holder defaults on a loan. Also called private mortgage insurance (PMI).  ==MORTGAGE INSURANCE== A form o
TT-Whole_Life_Insurance-48;TA-Insurance-48;false;Whole Life Insurance;false;= Whole Life Insurance =  Life insurance which might be kept in force for a person's whole life and which pays a benefit upon the person's death, whenever that might be. Whole Life or Permanent Life insurance provides for the payment of the face value upo
TT-Traditional_Life_Insurance-48;TA-Insurance-48;false;Traditional Life Insurance;false;false
TT-Unit_Linked_Life_Insurance-48;TA-Insurance-48;false;Unit Linked Life Insurance;false;=Unit Linked Life Insurance=   ==UNIT LINKED LIFE INSURANCE== A unit linked life insurance product is a long term insurance contract between a policyholder and an insurance company. The insured makes a liable commitment to pay regular contributions and mu
TT-Insurance_Product-48;TA-Insurance-48;false;Insurance Product;false;false
AF-Rider-48;TA-Insurance-48;false;Rider;false;false
AF-Coverage-48;TA-Insurance-48;false;Coverage;false;false
AF-Loss-48;TA-Insurance-48;false;Loss;false;false
AF-Risk_Pool-48;TA-Insurance-48;false;Risk Pool;false;false
AF-Insurance_Event-48;TA-Insurance-48;false;Insurance Event;false;false
AF-Insurance_Benefit-48;TA-Insurance-48;false;Insurance Benefit;false;false
AF-Exemption-48;TA-Insurance-48;false;Exemption;false;false
AF-Not_every_loss_is_an_insurance_event-48;TA-Insurance-48;false;Not every loss is an insurance event;false;false
AF-Amount_of_Benefit-48;TA-Insurance-48;false;Amount of Benefit;false;false
AF-Policy_Year-48;TA-Insurance-48;false;Policy Year;false;false
AF-Reactivation-48;TA-Insurance-48;false;Reactivation;false;false
AF-Danger-48;TA-Insurance-48;false;Danger;false;false
TT-Obligations_of_the_Insured-48;TA-Insurance-48;false;Obligations of the Insured;false;false
AF-Obligation_to_Disclose-48;TA-Insurance-48;false;Obligation to Disclose;false;false
AF-Notification_Obligation_because_of_Changes-48;TA-Insurance-48;false;Notification Obligation because of Changes;false;false
AF-Exclusion_of_Risk-47;TA-Insurance-48;false;Exclusion of Risk;false;=Exclusion of Risk=  A provision in an insurance policy that eliminates coverage for certain risks, people, property classes, or locations.
TT-Business_Applications-46;TA-Gazdaságinformatika-137;Alkalmazási területek;Business Applications;"<div class=\NavFrame\"" type=\""theoverb\""> <div class=\""NavHead\"">'''Az információrendszerek alkalmazási területei'''</div> <div class=\""NavContent\"">  A szaklapok, a tanácsadó cégek által sugallt kép, de akár a legtöbb tankönyv is idillikus képet tár elénk az IT gazdasági alkalmazásával kapcsolatban. E kép szerint egy magára valamit is adó vállalat '''az informatikát stratégiai erőforrásként kezeli''': egyrészt az üzleti célokkal összhangban tervezi meg, másrészt komolyan költ is rá.   Standard adatfeldolgozási és jelentéskészítési igényeit integrált vállalatirányítási rendszerekkel elégíti ki, bonyolultabb, sokszor egyedi jellegű elemző munkáihoz vezetői információrendszereket használ, üzleti folyamatainak összehangolásához munkafolyamat-automatizáló és csoportmunka-támogató alkalmazásokat vet be. Információtechnológián alapuló kontrollja a vállalati határokat is átlépi: a vevői oldalon ezt a korszerű ügyfélkapcsolat-kezelő, a szállítók felé az ellátási lánc menedzsment alkalmazás biztosítja. Természetesen az Interneten is otthon van, a munkatársak távmunkával otthonukból is elvégezhetik feladataik egy részét, az üzleti partnerekkel való elektronikus tranzakciók a mindennapok részét képezik. Mindezt persze élenjáró üzemeltetési környezetben, a legújabb operációs rendszerekre és adatbázis-kezelőkre támaszkodva, modern generációs fejlesztő környezetben teszi. Amennyiben pedig még inkább meg kíván felelni a korszellemnek, és üzleti profiljának relatíve alacsony információintenzitása ezt lehetővé teszi, akkor outsourcing (kiszervezési) szerződés keretében külső szolgáltatót bíz meg az üzemeltetési feladatok ellátásával. Ez a kép nem teljesen igaz, a valóság sokkal bonyolultabb, a fejlett gyakorlat és az elszomorító visszamaradottság egyaránt jellemző lehet.  Az üzleti környezet rendkívül éles versennyel jellemezhető a '''piaci, gazdasági, társadalmi''' és '''technológiai tényezők''' összhatása miatt. Gyors és nagy változások tapasztalhatók a fenti tényezőkben, ami gyors reagálóképességet és nagyfokú rugalmasságot követel meg a legtöbb szervezettől. Ebben a dinamikus környezetben a sikeres működéshez, de gyakran csupán a túléléshez is jelentős változások szükségesek a szervezetek, vállalatok működésében.   A hagyományos törekvések a költségcsökkentésre nem elegendőek, jelentős innovációkra van szükség, pl. új termékek/szolgáltatások, új üzleti modellek kialakítására, a szervezet újrastrukturálására, az IT-ban rejlő lehetőségek kiaknázására. Gyakran nem elég a szervezet keretein belül változtatásokat megvalósítani, hanem a kiterjesztett üzleti hálózatban (a szállítókkal, vevőkkel való kapcsolatban) is átalakulásokra lehet szükség.  </div> </div> <br/>  <div class=\""NavFrame\"" type=\""pracmix2\""> <div class=\""NavHead\"">'''Működési hatékonyság javítása - A Wallmart példája'''</div> <div class=\""NavContent\"">  Az információrendszerek és technológiák jelentik a működési hatékonyság javítására leginkább alkalmas eszközöket. Olyan megoldásokat nyújtanak, mellyel sikeresen alakítható át az üzleti gyakorlat, a menedzsment szokások.  A Walmart sikerének kulcsa az a logisztikai rendszere (Retail Link System), mellyel digitálisan kapcsolja össze beszállítóit minden egyes Walmart üzlettel. Így amint megvásárol a fogyasztó egy terméket, a beszállító azonnal tudja, hogy újabb darabot kell az adott termékből leszállítania.  A rendszernek köszönhetően az egy négyzetméterre eső eladási érték 28$ a Walmart esetében (a második legjobb is csak 23$/négyzetméter bevételt, de a kereskedők többség csak 12$ körüli értéket tud kitermelni).  [[Image:Walmart_SupplyChian.jpg|{type}|center|600px|{border}|A Walmart logisztikai rendszere]]  </div> </div> <br/>   <div class=\""NavFrame\"" type=\""pracverb\""> <div class=\""NavHead\"">'''Új, termékek, szolgáltatások, üzleti modellek fejlesztése '''</div> <div class=\""NavContent\"">  Az IT és a digitális gazdaság kialakulása új vállalkozási modellek kialakulását hozták. Az Internet megmozgatja a régi típusú vállalatokat és ezek új arculatot alakítanak ki. Az üzleti modell egy eszköz, amelyhez egy vállalat működése igazodik, ez a modell határozza meg az értékteremtés módját, és részben azt, hogy kik lesznek a fogyasztói és milyen jellege lesz az adott terméknek vagy szolgáltatásnak. Ezen modellek kialakulása segített sokakat a gyors alkalmazkodás képességéhez. Ilyen modellek például: *Fordított aukció modellje: A vállalatok nagy része manapság a beszállítóit versenyezteti. Tehát ebben az esetben a potenciális beszállítók licitálnak arra a cégre, amelyik tőlük szeretne anyagot vásárolni. Most már ezek a folyamatok on-line módon történnek, így a költségek 85%-al kisebbek, az ár pedig 5-20%-al alacsonyabb. *A társult marketing modellje: Vállalatok, amelyek egymással stratégiai kapcsolatban állnak, kölcsönösen prezentálják egymást saját weboldalaikon. Közös reklám kampányokat folytatnak. Ezekért a reklámokért együtt, vagy pedig egymásnak fizetnek, így ez alacsonyabb költségekkel jár és az egyik üzletágból a másik üzletágba tudják irányítani egymást a vállalatok. Pl. Volkswagen és a Shell motorolaj, Renault és a Bosch elektronikus rendszerek. *E-piacok és tőzsdék modellje: Az E-piacok effektívvé tették a kereskedést. Speciális piacok alakultak ki (vertikális piacok), amelyek egy adott iparágra specializálódtak.  *A mai zeneipar is teljesen más, mint a 2000-es évek előtti zeneipar. Az Apple teljesen új üzleti modellt alakított ki zenei termékek értékesítésének területén. A kazettán és CD-n értékesített zenei termékekről áttért a termékek online értékesítésére a saját iPod technológiájukra alapozva.  </div> </div> <br/>  <div class=\""NavFrame\"" type=\""pracmix2\""> <div class=\""NavHead\"">'''Tömeges testreszabás'''</div> <div class=\""NavContent\"">  Az informatika segítségével a szervezet akár tágabb szegmensben is megkísérelheti a minőség, design, speciális szolgáltatások dimenziójában a végső fogyasztó számára értéket jelentő megkülönböztetések elérését. Ha a termék információtartalma, vagy az értéklánc információintenzitása nagy, az IT j kiterjedt alkalmazásával meghatározó javulás érhető el: csökkenhet a fejlesztési idő, kimagasló javulás érhető el a fogyasztói szolgáltatásoknál.   A tömeges testreszabás az egyedi minőséget, a speciális igények kielégíthetőségét biztosíthatja. Például magam tervezhetem meg: * a cipőmet a Nike.com-on * az autómat a bmw.hu-n  [[Image:BMW.jpg|{type}|center|600px|{border}|A BMW konfigurátor]]  </div> </div> <br/>  <div class=\""NavFrame\"" type=\""pracmix2\""> <div class=\""NavHead\"">'''Hatékony döntéshozatal támogatása - Videó'''</div> <div class=\""NavContent\"">  A megváltozott üzleti környezetben a sikeresen működő vállalatoknak olyan információkra kell alapozniuk döntéseiket, amelyeket a döntéshozatal számára gyűjtöttek és tartanak karban. A döntéstámogatási módszerek az ügyfelek és a piac ismeretén kell hogy alapuljanak. Meg kell találniuk azt a piaci szegmenst, amely számukra az értéket hordozó ügyfeleket foglalja magában, és ezekbe az ügyfelekbe kell beruházniuk a nagyobb profit elérése érdekében. Figyelmet kell fordítaniuk az új ügyfelek megszerzésére és a régiek megtartására is. Érdemes kihasználni az informatika által nyújtott hatékony eszközöket a tervezés, az elemzés, az ellenőrzés és a döntéshozatal során. A vállalat aktuális helyzetének nyomon követése, az üzleti folyamatok áttekinthetőségének biztosítása alapvetően befolyásolja a pénzgazdálkodást, a költségek racionalizálását.  A hatékony döntéshozatalhoz a megfelelő információkkal kell rendelkeznünk a megfelelő időben. Ma már az információrendszerek lehetővé teszik, hogy valós idejű (akár percre, másodpercre pontos) adatok alapján hozzák meg a döntéseiket a menedzserek. Döntéstámogató rendszerek, üzleti intelligencia megoldások széles köre támogatja ebben a vállalatokat.   Az IBM Cognos megoldása jól szemlélteti, hogy megoldásuk miként támogatja a tényekre alapozó valós idejű döntéshozatalt:   <nowiki>  <iframe width=\""420\"" height=\""315\"" src=\""https://www.youtube.com/embed/SoEBjpR253g\"" frameborder=\""0\"" allowfullscreen></iframe>  </nowiki>  </div> </div> <br/>  <div class=\""NavFrame\"" type=\""pracmix2\""> <div class=\""NavHead\"">'''Versenyelőny kialakítása - Videó'''</div> <div class=\""NavContent\"">  Az előzőekben meghatározott célok (akár egy vagy több cél együttes/párhuzamos) megvalósításával jelentősen nő az esély, hogy versenyelőnyre tesz szert vállalatunk. Ugyanakkor önmagában versenyelőny teremtése is lehet egy informatikai megoldás alkalmazásnak célja.  Toyota Production System (Filozófiája: \""the complete elimination of all waste„ – azaz a cél, hogy megszüntessenek, kiiktassanak minden olyan tevékenységet, ami felesleges, haszontalan) bevezetésével a folyamatos fejlesztések megvalósítását, fogyasztói érték optimalizálását kívánták elérni.  <nowiki>  <iframe width=\""560\"" height=\""315\"" src=\""https://www.youtube.com/embed/RfVP00wgcpk\"" frameborder=\""0\"" allowfullscreen></iframe>  </nowiki>  </div> </div> <br/>  <div class=\""NavFrame\"" type=\""pracverb\""> <div class=\""NavHead\"">'''Túlélés'''</div> <div class=\""NavContent\"">  Bizonyos esetekben egy-egy információrendszer bevezetése szükséges a versenyben maradáshoz,  a túléléshez.   A Citibank 1977-ben helyezte üzembe az első ATM-ét, amikor akkor versenyelőnyt jelentett számára. Mára azonban alapkövetelmény a bankok számára, hogy ATM-ket biztosítsanak ügyfeleiknek.  </div> </div> <br/>""";false
